,category,formal,casual,feminine
0,0,0.6612021857923497,0.49853801169590645,0.46190476190476193
1,1,0.07103825136612021,0.07894736842105263,0.12380952380952381
2,2,0.22404371584699453,0.34649122807017546,0.3142857142857143
3,3,0.04371584699453552,0.07602339181286549,0.1
